lon	lat	plotsize	species_richness	aus_state_info	elevation	hfp	bio_1	bio_2	bio_3	bio_4	bio_5	bio_6	bio_7	bio_8	bio_9	bio_10	bio_11	bio_12	bio_13	bio_14	bio_15	bio_16	bio_17	bio_18	bio_19	species_list
142.6925	-11.7224	300	49	7	125	5.8719	25.5542	8.1917	62.0581	147.0847	32	18.8	13.2	26.6667	24.6167	27.1333	23.4667	1730	393	7	104.3163	1109	42	675	64	Acacia flavescens, Acacia mangium, Acacia polystachya, Adiantum, Alstonia actinophylla, Ampelocissus acetosa, Antirhea ovatifolia, Asteromyrtus brassii, Atractocarpus sessilis, Callitris columellaris, Canarium australianum, Cassine melanocarpa, Choriceras tricorne, Coelospermum decipiens, Corymbia clarksoniana, Corymbia nesophila, Denhamia fasciculiflora, Deplanchea tetraphylla, Dianella odorata, Dodonaea polyandra, Endiandra glauca, Euonymus australianus, Eustrephus latifolius, Exocarpos latifolius, Flagellaria indica, Flindersia ifflaiana, Gahnia aspera, Halfordia kendack, Licuala ramsayi, Linospadix, Lomandra, Lophostemon suaveolens, Melodinus orientalis, Melodorum scabridulum, Neofabricia myrtifolia, Pandanus, Parsonsia, Parsonsia velutina, Podocarpus grayae, Polyscias australiana, Pseuderanthemum variabile, Samadera, Scleria, Sersalisia sericea, Stephania japonica, Sterculia quadrifida, Terminalia, Uvaria micrantha, Vavaea amicorum
143.2486	-12.4991	300	30	7	31	3.327	25.9667	8.05	60.0746	167.6215	32.5	19.1	13.4	27.3667	23.9	27.7333	23.6	1807	376	10	100.1029	1105	46	656	64	Acacia crassicarpa, Alphitonia pomaderroides, Antidesma ghaesembilla, Barringtonia calyptrata, Basilicum, Canarium australianum, Coelospermum decipiens, Coelospermum reticulatum, Corymbia clarksoniana, Corymbia tessellaris, Cyanthillium cinereum, Dischidia ovata, Emilia sonchifolia, Erythrina variegata, Ficus opposita, Flemingia lineata, Heteropogon contortus, Heteropogon triticeus, Hibiscus meraukensis, Hybanthus enneaspermus, Imperata cylindrica, Indigofera pratensis, Lophostemon suaveolens, Lygodium, Melaleuca dealbata, Melaleuca viridiflora, Parinari nonda, Planchonia careya, Tephrosia maculata, Themeda triandra
145.1708	-15.2793	300	43	7	32	7.1431	25.3875	6.3917	51.9648	210.7791	31.4	19.1	12.3	27.3167	22.9333	27.6167	22.4667	2345	471	31	85.4987	1312	102	1149	104	Acacia crassicarpa, Acacia flavescens, Acacia leptocarpa, Alloteropsis semialata, Blumea saxatilis, Brunoniella australis, Chamaecrista mimosoides, Cheilanthes, Clerodendrum, Coelorachis rottboellioides, Corymbia clarksoniana, Crotalaria montana, Curcuma australasica, Cyperus, Desmodium, Eremochloa bimaculata, Eriachne triseta, Eucalyptus brassiana, Eucalyptus leptophleba, Flemingia parviflora, Goodenia pilosa, Grevillea glauca, Heteropogon triticeus, Hybanthus enneaspermus, Ischaemum muticum, Livistona muelleri, Melaleuca nervosa, Melaleuca viridiflora, Melastoma malabathricum, Murdannia graminea, Pandanus, Parinari nonda, Persoonia falcata, Phacellothrix cladochaeta, Phyllanthus virgatus, Planchonia careya, Schizachyrium, Scleria, Smilax australis, Spermacoce brachystema, Tacca leontopetaloides, Thecanthes cornucopiae, Themeda triandra
142.4458	-10.731	300	36	7	37	10.4024	26.5958	6.325	62.6238	113.9469	31.7	21.6	10.1	27.3	25.15	27.8833	25.0167	1873	420	8	102.7543	1165	42	693	71	Acacia polystachya, Acacia simsii, Ampelocissus acetosa, Antirhea ovatifolia, Aristida, Arundinella setosa, Blumea saxatilis, Bridelia, Capillipedium parviflorum, Cassytha filiformis, Cathormion umbellatum, Cheilanthes, Coelorachis rottboellioides, Corymbia stockeri, Cyanthillium cinereum, Dalbergia densa, Dianella, Erythrophleum chlorostachys, Eucalyptus cullenii, Euphorbia bifida, Euphorbia mitchelliana, Glycine, Heteropogon triticeus, Hybanthus enneaspermus, Leucopogon ruscifolius, Lomandra, Phyllanthus virgatus, Premna, Scleria, Smilax australis, Spermacoce, Tephrosia juncea, Tricoryne anceps, Tylophora erecta, Welchiodendron longivalve, Wollastonia biflora
144.6339	-14.5549	300	32	7	512	0.5617	23.925	8.35	59.2199	197.8923	31	16.9	14.1	25.7	21.5833	26.0667	21.2333	1688	374	6	105.471	1098	41	909	60	Acacia crassicarpa, Acacia flavescens, Acacia polystachya, Acmella grandiflora, Ageratum conyzoides, Allocasuarina, Allocasuarina littoralis, Alyxia spicata, Coelospermum decipiens, Cyanthillium cinereum, Cyperus scaber, Desmodium, Digitaria ramularis, Eustrephus latifolius, Flemingia parviflora, Gahnia aspera, Hypserpa decumbens, Lomandra, Lophostemon suaveolens, Mnesithea formosa, Muehlenbeckia zippelii, Oxalis corniculata, Panicum trichoides, Platostoma longicorne, Plectranthus diversus, Poranthera microphylla, Pterocarpus, Scleria, Solanum americanum, Thecanthes sanguinea, Wahlenbergia caryophylloides, Zornia
142.0761	-12.6735	300	22	7	52	6.8827	26.0958	9.9917	62.06	154.8674	34	17.9	16.1	26.8333	24.5167	27.7833	23.8667	1628	420	2	120.9294	1155	6	347	9	Acacia crassicarpa, Calopogonium mucunoides, Curcuma australasica, Cyperus, Deplanchea tetraphylla, Dianella, Dillenia alata, Dioscorea bulbifera, Erythrophleum chlorostachys, Eucalyptus brassiana, Glochidion zeylanicum, Lindsaea, Lophostemon suaveolens, Melaleuca leucadendra, Melastoma, Melicope, Pandanus, Scleria, Smilax, Syzygium angophoroides, Xanthostemon, Xyris
143.1589	-12.4832	300	47	7	81	3.1598	25.8917	8.6667	61.0329	168.3318	32.8	18.6	14.2	27.2333	24.8333	27.6833	23.5	1859	401	13	97.7177	1132	57	658	90	Abelmoschus moschatus, Acacia crassicarpa, Acacia flavescens, Acacia rothii, Aristida, Arundinella setosa, Blumea, Brunonia, Canarium australianum, Capillipedium parviflorum, Cayratia trifolia, Cheilanthes, Coelorachis rottboellioides, Coelospermum decipiens, Commelina, Corymbia clarksoniana, Crotalaria calycina, Crotalaria medicaginea, Crotalaria montana, Curcuma australasica, Cymbopogon refractus, Eriosema chinense, Eucalyptus leptophleba, Euphorbia mitchelliana, Evolvulus alsinoides, Ficus opposita, Flemingia parviflora, Flueggea virosa, Grevillea parallela, Grewia latifolia, Heteropogon contortus, Heteropogon triticeus, Hypoxis, Imperata cylindrica, Melaleuca viridiflora, Merremia quinquefolia, Phyllanthus, Planchonia careya, Polygala linariifolia, Rottboellia cochinchinensis, Schelhammera multiflora, Schizachyrium, Scleria, Smilax australis, Sorghum plumosum, Wollastonia biflora, Wrightia saligna
143.3997	-13.1402	300	16	7	38	7.4418	25.7333	8.3	60.5839	187.7418	32.4	18.7	13.7	27.35	23.4667	27.6833	23.1	1988	404	14	93.863	1176	60	681	92	Alysicarpus, Brachiaria subquadripara, Coelorachis rottboellioides, Cyperus decompositus, Cyperus sphacelatus, Dactyloctenium aegyptium, Desmodium, Desmodium triflorum, Eragrostis, Fimbristylis, Hyptis capitata, Imperata cylindrica, Osbeckia chinensis, Paspalum longifolium, Scleria, Selaginella
143.2883	-14.2024	300	54	7	237	3.3826	25.2667	10.7667	60.4869	213.3321	33.7	15.9	17.8	26.8833	22.8833	27.5667	22.25	1296	340	2	121.0434	922	9	554	12	Acacia leptocarpa, Ampelocissus, Arundinella setosa, Brachychiton, Brachychiton garrawayae, Brunoniella australis, Buchnera, Canarium australianum, Chamaecrista absus, Cheilanthes, Corymbia nesophila, Corymbia stockeri, Crotalaria medicaginea, Crotalaria montana, Cyanthillium cinereum, Desmodium, Dianella, Emilia sonchifolia, Erythrophleum chlorostachys, Erythroxylum ellipticum, Eucalyptus cullenii, Eucalyptus tetrodonta, Evolvulus alsinoides, Exocarpos latifolius, Glycine, Grevillea dryandri, Heteropogon triticeus, Indigofera pratensis, Ipomoea graminea, Ischaemum, Melaleuca stenostachya, Mnesithea formosa, Oldenlandia, Persoonia falcata, Petalostigma banksii, Phacellothrix cladochaeta, Phyllanthus, Phyllanthus carpentariae, Rhynchosia, Schizachyrium, Scleria, Sorghum plumosum, Spermacoce, Stackhousia intermedia, Striga, Tacca leontopetaloides, Tephrosia leptoclada, Thaumastochloa, Thaumastochloa monilifera, Themeda triandra, Tricoryne anceps, Uraria lagopodioides, Vigna, Zornia muelleriana
142.7355	-11.1966	300	27	7	19	0.5084	26.4833	7.05	63.5135	122.7957	32	20.9	11.1	27.3833	24.9167	27.8	24.7667	1810	426	7	107.8396	1182	30	707	50	Atractocarpus sessilis, Beilschmiedia obtusifolia, Buchanania arborescens, Calophyllum sil, Dillenia alata, Dysoxylum oppositifolium, Endiandra glauca, Flagellaria indica, Garcinia, Gmelina macrophylla, Gomphandra australiana, Licuala ramsayi, Lindsaea ensifolia, Melaleuca leucadendra, Melicope elleryana, Ptychosperma elegans, Pyrrosia longifolia, Rapanea achradifolia, Rapanea variablis, Rhaphidophora australasica, Scindapsus, Smilax glyciphylla, Syzygium angophoroides, Syzygium forte, Taenitis blechnoides, Wilkiea rigidifolia, Xanthostemon crenulatus
142.8092	-11.3291	300	38	7	44	0.8649	26.2542	7.025	63.2883	126.894	31.7	20.6	11.1	27.2333	24.6167	27.6	24.4833	1736	407	7	107.2547	1136	31	672	50	Acacia calyculata, Acacia crassicarpa, Acacia polystachya, Alyxia spicata, Asteromyrtus brassii, Callitris columellaris, Canthium, Cassytha filiformis, Choriceras tricorne, Cleistochloa, Coelospermum decipiens, Dianella, Dodonaea polyandra, Endiandra glauca, Eriostemon australasius, Exocarpos latifolius, Gahnia sieberiana, Hibbertia banksii, Jacksonia thesioides, Leucopogon lavarackii, Leucopogon ruscifolius, Leucopogon yorkensis, Lomandra, Lomandra banksii, Morinda, Neofabricia myrtifolia, Neoroepera banksii, Olax pendula, Pimelea aquilonia, Rapanea variablis, Salacia, Schoenus sparteus, Sersalisia sericea, Smilax, Syzygium banksii, Tricoryne anceps, Welchiodendron longivalve, Xanthophyllum octandrum
143.1769	-12.3746	300	55	7	43	0.2537	26.0333	8.1667	60.9453	158.3628	32.5	19.1	13.4	27.3167	24.05	27.7167	23.8167	1691	371	9	103.5863	1080	39	647	57	Abelmoschus moschatus, Acacia calyculata, Alyxia spicata, Ampelocissus acetosa, Aristida, Brachychiton garrawayae, Breynia oblongifolia, Brunonia, Brunoniella acaulis, Canarium australianum, Capillipedium parviflorum, Capparis, Carissa spinarum, Cheilanthes, Cochlospermum gillivraei, Crotalaria medicaginea, Dodonaea polyandra, Eriachne stipacea, Eriosema chinense, Eucalyptus cullenii, Eulalia mackinlayi, Exocarpos latifolius, Ficus, Galactia muelleri, Grewia latifolia, Heteropogon triticeus, Hibbertia lepidota, Hybanthus enneaspermus, Hypoxis, Ipomoea eriocarpa, Ipomoea graminea, Ischaemum, Lithomyrtus obtusa, Lithomyrtus retusa, Lomandra, Melaleuca viridiflora, Mitrasacme pygmaea, Mnesithea formosa, Persoonia falcata, Petalostigma banksii, Phyllanthus virgatus, Planchonia careya, Polygala, Racosperma midgleyi, Rhynchospora, Schizachyrium, Scleria, Stackhousia, Stephania japonica, Tacca leontopetaloides, Tephrosia juncea, Terminalia, Tricoryne anceps, Wollastonia biflora, Xanthorrhoea johnsonii
142.5967	-13.6579	300	25	7	80	5.8198	26.0708	10.4417	60.0096	191.0433	34.4	17	17.4	27.2333	24.05	28.1333	23.35	1384	370	1	123.1508	987	5	655	6	Bombax ceiba, Breynia, Capparis quiniflora, Casuarina cunninghamiana, Cathormion umbellatum, Croton arnhemicus, Dicliptera spicata, Dioscorea transversa, Diospyros hebecarpa, Eucalyptus microtheca, Gardenia scabrella, Hypoestes, Hypolytrum, Ixora timorensis, Lagerstroemia archeriana, Larsenaikia ochreata, Leea guineensis, Melochia corchorifolia, Memecylon pauciflorum, Oplismenus hirtellus, Parsonsia, Pongamia pinnata, Strychnos lucida, Terminalia muelleri, Trema tomentosa
143.1803	-12.3743	300	61	7	43	0.2537	26.0333	8.1667	60.9453	158.3628	32.5	19.1	13.4	27.3167	24.05	27.7167	23.8167	1691	371	9	103.5863	1080	39	647	57	Abelmoschus moschatus, Acacia brassii, Acacia polystachya, Allophylus cobbe, Alphitonia pomaderroides, Ampelocissus acetosa, Brachychiton, Breynia cernua, Breynia oblongifolia, Canarium australianum, Canavalia papuana, Canthium, Carissa spinarum, Carissa spinarum, Cheilanthes, Cleistanthus peninsularis, Cleistochloa, Clematicissus opaca, Cochlospermum gillivraei, Croton, Croton arnhemicus, Croton capitis-york, Cupaniopsis anacardioides, Curcuma australasica, Diospyros, Diospyros vera, Diplocyclos palmatus, Erythroxylum, Euphorbia plumerioides, Fimbristylis rara, Flindersia, Gardenia, Grewia latifolia, Helicteres semiglabra, Indigofera pratensis, Jasminum, Lauraceae, Leptospermum purpurascens, Lithomyrtus retusa, Mallotus, Melodinus, Notelaea longifolia, Notelaea microcarpa, Pandorea pandorana, Plectranthus arenicola, Polygala rhinanthoides, Premna acuminata, Pseuderanthemum variabile, Racosperma midgleyi, Scleria, Secamone elliptica, Sersalisia sericea, Sterculia quadrifida, Tabernaemontana pandacaqui, Tacca leontopetaloides, Terminalia, Verbena, Welchiodendron longivalve, Wrightia pubescens, Wrightia pubescens, Ziziphus oenopolia
142.5205	-10.7657	300	28	7	81	9.9074	26.3125	6.175	63.6598	112.4748	31.2	21.5	9.7	27.1167	25.4667	27.55	24.7667	1837	412	7	105.071	1168	32	679	65	Acacia polystachya, Alstonia scholaris, Archontophoenix alexandrae, Atractocarpus sessilis, Beilschmiedia obtusifolia, Blepharocarya involucrigera, Buchanania arborescens, Calophyllum sil, Canarium australianum, Caryota albertii, Codiaeum variegatum, Cryptocarya cunninghamii, Drynaria, Endiandra longipedicellata, Entada, Epipremnum pinnatum, Flagellaria indica, Haplostichanthus, Hypserpa decumbens, Mitrephora, Myristica globosa, Myrsine, Neolitsea dealbata, Phaleria octandra, Pseuderanthemum variabile, Smilax australis, Vitex acuminata, Wilkiea rigidifolia
142.5897	-11.7418	300	52	7	109	6.579	25.8708	8.8417	62.7069	145.3594	32.8	18.7	14.1	26.8833	24.1167	27.4667	23.8	1678	392	7	107.8728	1097	30	668	42	Asteromyrtus lysicephala, Baeckea frutescens, Banksia dentata, Baumea, Byblis liniflora, Caesia setifera, Cassytha filiformis, Centranthera cochinchinensis, Dimeria chloridiformis, Drosera peltata, Drosera petiolaris, Ectrosia leporina, Eremochloa ciliaris, Eriocaulon, Fimbristylis insignis, Fimbristylis lanceolata, Fimbristylis nutans, Fimbristylis recta, Gahnia sieberiana, Gonocarpus acanthocarpus, Grevillea pteridifolia, Isachne confusa, Ischaemum australe, Leptocarpus, Lindernia, Lycopodiella, Lycopodiella cernua, Lycopodiella serpentina, Melaleuca arcana, Melaleuca quinquenervia, Melastoma malabathricum, Mitracarpus hirtus, Mitrasacme stellata, Nepenthes mirabilis, Osbeckia chinensis, Pandanus, Rhynchospora gracillima, Rhynchospora heterochaeta, Rhynchospora rubra, Rhynchospora rugosa, Salomonia ciliata, Schoenus calostachyus, Schoenus punctatus, Schoenus sparteus, Scleria carphiformis, Scleria laxa, Scleria terrestris, Selaginella, Tricostularia undulata, Utricularia, Utricularia caerulea, Utricularia chrysantha
